"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
NA,0.0248017,-1.84827,-1.2398416,-1.4410238,NA,-1.5703001,0.6873844,-1.0564254,-3.461473,-0.8226628,-1.163287,-1.5202823,-1.0363063,-1.2936876,-1.4364583,-0.9398606,-1.904281
0.5788659,-0.4232347,0.4133538,0.4734083,-0.7345022,0.9804847,-0.4779281,-1.1873748,-1.4882135,-1.0277196,0.7558599,0.555063,0.3395436,1.6175312,-1.032089,-0.0019747,-0.4001418,-0.504044
-1.9696237,-1.3976433,-1.2795766,-0.6167727,-0.4614056,-0.9032889,-0.4459261,-1.5670047,-1.0620188,0.4749154,1.0812403,0.5919984,-0.3254763,-0.3191038,-0.7440401,0.8650761,0.4395754,0.7986781
-1.8087154,-0.0461255,-1.6565463,0.6396073,-0.3457528,NA,0.7363278,-0.5813611,-1.0469957,-0.1984085,-0.4044881,-0.2632034,-0.4078307,-2.113622,1.2370125,-0.4616694,-0.5247687,-0.5007405
-0.942997,-0.3079679,0.2854586,-0.1998101,0.0024178,0.1439551,-0.0682186,-1.3805406,-0.9729341,-0.0341638,-0.4409157,-1.3257002,-0.6935701,-0.8266391,-0.8938395,-1.0905975,-0.625415,-0.0999649
-1.3018741,-0.949206,-2.1554851,-1.1915206,-1.4769094,-1.100907,-1.703907,-2.3713377,-2.1885593,0.7743207,0.5897689,3.0501709,-0.5262619,0.0741803,-0.0171987,-0.2008125,0.0289151,-0.2748369
0.0815196,-0.9468985,-0.4539582,-0.2039761,-1.1781039,0.0643867,-1.1975843,0.6817552,-0.7196751,-0.8014415,-1.4630274,-0.8520876,-0.3022375,-1.5108911,-1.9396021,-0.0946713,-1.6591246,-0.6168375
0.0719546,1.5793591,-1.0872424,0.8772277,2.297107,-0.037936,0.9241156,-0.1428806,-0.0208126,1.0476188,-0.2369519,0.0508147,0.1621945,-0.1667127,0.9806019,NA,1.1810562,1.3355574
-1.0165178,0.8081275,0.1085247,-0.4213769,-0.4999503,0.9771693,-0.8282263,-0.0043824,-1.3066864,-0.8998873,-0.2434405,0.4486257,0.0838314,-0.8188283,-0.2212059,0.1181506,-0.2700375,-0.4748401
0.8118255,0.4480015,0.9493723,1.7366508,0.1849271,NA,1.2845269,0.7789873,0.9771606,-0.4387562,-0.0299231,-0.3519114,-0.4651007,-0.1423442,0.5874938,-0.1608329,0.1877255,-0.9042758
0.4068881,0.3140994,1.0998722,NA,0.2411291,NA,0.4630111,-0.1974799,1.7782726,-2.4008628,-1.0016878,-1.6724068,-1.2831105,-1.4629848,-0.8985168,-1.6958513,-0.5289205,-1.6978708
0.8414418,1.861942,1.1429716,NA,1.0599872,NA,1.4335553,1.0676305,-0.6078282,-1.6364374,-0.2729891,-1.6667559,-1.1802246,-1.4426773,-2.4203313,-2.1463262,-1.3342714,-0.4572563
0.0573977,0.171858,0.8179797,1.0413328,0.2969578,0.317209,0.410835,1.0886672,-0.1517179,-0.3665771,-1.6705728,-0.3328577,-0.645989,0.2688447,0.6129854,-0.094627,-1.6959598,-0.0087152
NA,0.6012967,-0.1589617,1.4271986,0.0437062,-0.2296171,0.8816915,0.6396025,-0.9701373,0.8510893,0.0150211,-1.0733626,-0.5634484,-0.3230026,1.3735499,-0.8866589,0.5103009,-0.186243
0.9416272,-0.7282124,-0.0673916,-0.1464465,0.0550816,0.0288108,-1.6315639,-0.3612172,-1.1500955,-0.1914209,-0.2060214,0.7469873,-1.1623322,0.6152447,0.1432502,1.5024706,-0.0260633,-0.084942
-0.6890778,-1.7433846,-0.3271804,-1.1751356,-1.0866026,NA,0.8355011,-0.3348825,-0.1258901,-0.4962382,-0.0109109,0.9531535,NA,1.2935525,-0.0616487,NA,1.1770573,0.7814442
2.0611647,2.0564073,0.8576312,2.0175767,0.1253281,1.8084647,-0.0046848,0.6306167,1.2079883,-0.004755,0.8942352,0.9014816,1.5042292,0.910283,0.6583135,1.1222233,1.444106,0.0959373
0.5061574,-0.0217999,-0.2642538,-1.0933694,0.417148,-0.7935931,-0.7936377,-0.5333792,-1.9743558,-1.2472086,-0.515575,-0.9543452,-0.3280103,-1.199662,0.6394352,-0.9359075,-1.4005219,0.0155271
-1.2639344,-1.3363457,-0.1186807,-0.4454889,1.3602426,-0.324732,0.3422895,-0.1960452,0.2998562,-1.0396097,0.0773473,-1.3289873,0.6597206,-1.0794167,-0.7663816,0.255111,-0.9992043,-0.1790612
-0.150026,0.1858882,1.5625271,-0.2052368,-0.0116817,-1.098564,-0.1803165,0.183095,0.6122356,-0.7127624,0.6104729,-0.8370569,0.4252849,-0.7468649,-0.5843646,NA,-1.4327939,-1.6994158
-1.8559687,-2.3178551,-2.5482529,-1.0416779,-0.4479892,-0.8412874,-1.7893191,-1.2661985,-0.9711538,0.8859229,-0.2440277,-0.4759472,1.2277812,-0.0231662,0.4229219,0.0303373,1.0940133,0.2560829
-0.0900743,0.1768147,0.3310891,-0.6554476,-0.872462,0.5015407,-0.1324571,0.1440863,-0.1111213,-0.4507971,1.466057,-1.458884,0.7755658,-0.3875149,-0.0691638,0.1529409,0.4241937,2.117068
0.6654387,0.1511167,0.2873997,0.0511476,-0.5708916,-0.2528835,0.8421456,-0.1589774,0.9062417,0.6406538,-0.0119101,-1.0800049,0.0358585,0.1334221,0.3189401,-0.4800516,1.2682649,-0.1723557
NA,0.5594778,-0.4470706,0.7564972,1.350593,1.3491942,0.1873504,0.9503295,1.861786,1.1542872,-1.5474222,-0.1570286,-0.3822578,-0.8294288,-1.0493607,1.5229149,-0.3837063,0.4504861
0.0578509,-0.9473363,0.8059033,-0.6558011,0.0740776,0.3846796,2.416273,1.875359,0.6926229,0.6659257,1.4465592,0.3968039,0.5628751,0.3807195,0.1319648,0.1896226,0.9158213,0.602686
0.9541479,-1.2030625,-0.9918055,-0.5578638,0.2388061,-0.7853948,-0.4558204,-0.7413357,-0.9416749,NA,0.8448819,-0.1624145,-0.7005322,-1.3526956,1.1541698,-0.3017389,1.5597566,0.248892
-0.1814115,0.2920439,0.1471245,NA,0.8012613,0.6250811,1.0808839,1.4684313,0.0815639,-0.6263666,-0.698941,-0.8354098,-1.2269778,-0.4539645,0.2522211,NA,-2.2317154,-1.3075593
-0.1552862,0.2966176,-0.7784909,-0.0407947,-2.4491769,-0.2429164,-1.3065316,1.3568284,-0.1468453,0.1132244,0.2111638,-2.1373972,-0.8322244,-0.1603219,-0.9479496,-0.5067455,-0.0066231,-0.233321
-0.0080734,0.9465526,1.4788707,0.7084167,0.4236988,2.0516306,-0.6414434,1.5340981,1.5294495,0.4121532,1.0666755,0.8316645,0.2520403,1.8952962,1.5950194,0.9973121,1.9755181,1.3783903
0.7621924,0.8419569,0.9871803,-2.6962082,-1.7320751,-0.5463282,-1.1229364,-1.1193899,0.1719298,NA,1.2344804,-1.2651589,-0.0954752,-0.8339868,1.0402879,-0.9166666,-0.2969305,0.3636554
-0.1578272,-0.7256448,1.628378,NA,1.0504758,1.3177159,0.9252714,-0.7175289,0.415475,1.2254564,0.976167,2.1040262,2.2698683,0.4891583,1.6965897,1.0723568,0.7431567,3.5732498
0.3492361,0.2892584,1.3295183,-0.023187,-1.2878484,0.6704576,-0.1039205,0.7538951,-0.216364,1.2425303,-1.0030669,0.7575989,-0.2774592,0.3039519,-0.6766886,0.1265878,0.2273352,-0.7483483
-0.1923494,0.9010738,1.3607237,0.6637586,0.2290891,NA,0.5615263,-0.2509836,-0.2104169,0.7050109,0.0564598,0.3703785,0.7482192,0.7882799,1.8970364,1.8491992,-0.4493213,0.5738635
-1.1974487,-0.9779904,-1.2370994,NA,0.5339776,NA,-1.2591179,-0.0502596,0.1153357,0.003002,-0.980735,0.0134302,-1.3536461,-1.461692,-2.7599451,NA,0.3709772,-1.3460286
0.8136657,-0.7775704,0.8592299,0.2659188,-0.9457426,-1.638299,-0.070386,0.3519086,-0.3720427,-0.7593838,-2.6240274,-0.5794016,NA,0.4269362,-0.832155,-0.8521915,-1.8424639,-2.5021558
0.060466,-0.2926034,0.2314022,NA,-0.1786285,NA,0.0061497,-0.6384924,-0.8352417,-1.0575969,-2.6479758,-1.6916005,NA,-0.7575153,1.1564841,NA,-0.842165,-1.7633224
0.2268464,0.9571176,0.3507709,NA,1.8537321,0.9655862,0.6215125,0.1063299,0.4797293,NA,1.4876831,0.7770234,-0.8903368,0.7551282,1.857195,0.4941795,1.8614687,0.9391615
-1.1566438,0.8508777,-0.1426144,-0.1808799,-1.344087,-0.4214643,-1.439579,-1.1996074,-1.7723052,-0.2552245,-0.6114728,-0.992074,-1.5312923,-0.0300185,0.1619962,-1.8383963,-2.0919391,-0.6978541
0.2843919,-0.4305748,-1.1471435,-0.5106055,1.2856034,-0.6774724,0.1353265,0.5417334,0.1474595,0.8282992,-0.3185328,-1.1104906,-0.9582931,0.7331361,-0.8213529,0.8555899,0.4164313,0.8444153
0.3348501,0.453115,1.1257309,0.7129612,1.6818637,-0.9596658,-1.4082951,1.335034,1.0165701,3.2444015,1.3929651,1.1350538,NA,1.2948337,1.9792649,1.7259693,1.5358493,0.1476185
1.4553074,0.299269,0.2470286,1.4596139,1.8800517,NA,1.1965879,-0.1968999,0.5630543,1.0218078,1.0124754,-0.4825281,-1.3362389,-0.3099486,-0.0540264,-1.5980991,-0.9198277,-0.7822856
-0.0920289,0.4923338,-1.0743834,-1.2792054,-0.5220985,-0.0207742,-1.0432148,-0.7445785,-1.7977817,1.5619431,0.0986871,-0.3541274,0.5755946,0.4042009,0.9267587,0.2696316,0.3646644,0.0204769
-0.017528,-0.5355087,-0.3217323,NA,1.5005356,1.4959262,-0.6595014,0.4059222,0.7164243,0.1954248,0.0180329,-0.8416435,0.5884462,-0.3330518,-0.5426505,0.3975153,0.1211603,-2.3699341
0.7193559,0.1501254,-0.2275292,1.045225,-0.745764,-0.0917946,-0.8748417,-1.1444157,-0.7069365,NA,-1.3439442,0.327009,NA,0.1227459,-0.2760916,NA,-0.4080726,-1.7048259
-0.6371826,-0.5979824,-0.865742,-1.7302128,-1.1252455,0.2589882,-0.2402036,0.3775035,0.1342004,-0.0185966,0.4476329,1.0661738,0.6741269,1.4337641,0.0573984,1.368642,-0.4208486,0.3337305
NA,1.0596399,0.6559441,0.1058518,0.7001013,0.667319,0.8035229,1.1759911,1.8752152,0.4679288,-1.3294018,-1.3296585,-0.0742826,-1.4886492,-0.2270569,0.4587645,-0.5185017,-0.2405867
-3.1136911,-1.7645867,-1.2742163,-0.2001661,-1.621757,-1.6446449,-0.7826313,-0.9271897,-0.3684028,1.6726299,1.4187497,0.9277756,1.801102,1.3097139,0.5023337,-0.5663811,0.5568511,1.668244
0.9311246,-0.1482699,-1.0172044,0.3060714,0.1867143,-0.6715885,-0.2475202,-0.0692412,0.0850171,-1.2138692,1.442406,0.4830651,0.0750123,0.3730682,0.7204996,-0.0206103,-0.5172565,0.5258231
NA,-2.9808465,-1.0031018,-0.9008558,-1.9237057,NA,-1.8782729,-1.849387,0.4690013,NA,-1.1255676,-0.1319591,NA,0.1525412,-0.4744168,-1.4048488,-1.1756021,-1.5266116
-1.0235652,-0.6682058,-0.5374952,0.1413428,-1.1151581,-0.5300526,0.0939561,-0.3690324,-1.1281382,0.4100184,-0.067398,-0.4256249,0.8820319,1.4860546,1.143473,0.4143954,1.439632,0.7005384
-0.9160888,-0.2779119,-0.55617,-0.0575187,-0.978381,-0.4607077,-1.0824374,-0.8687893,-1.0898521,-0.6417669,-0.5040861,-1.025876,-0.6263514,-0.7685191,-0.1941446,-0.2067125,-0.334281,-0.5296591
-0.2139224,0.1191941,-0.838252,NA,-0.1253021,0.3439704,-0.8502303,-0.3895709,0.0295401,0.1758117,1.247488,0.0017949,-1.310312,-1.5485452,-0.9018004,1.6510908,0.467997,-1.6559535
-1.7294535,0.9481836,-0.2939907,-1.5462464,-1.4640472,-2.1345126,-1.3897488,-0.5604881,-1.113969,-1.0943591,-2.9331556,-2.0372279,-0.995401,-0.7173263,-0.6427765,NA,-1.1567617,-2.191123
-0.5499318,-0.5345746,0.5426729,-1.2288189,-1.1049776,0.2849459,-0.2540998,0.4305613,-0.6315652,-0.0122777,-1.052132,-0.5513584,0.7364904,-0.6934139,1.1709297,-0.7578509,-1.1832131,-0.354595
0.8544504,0.8487432,-0.409477,NA,0.8732258,1.9914174,0.9029435,1.6635221,0.6317409,1.0798182,-0.1099985,-0.1667171,-1.0290319,0.2697207,0.0293305,-1.5118679,0.2660381,-0.5357604
-0.0356305,0.2183462,0.2563676,-0.7101869,0.5936889,0.256762,1.0938899,-0.0938351,0.2193789,0.2941743,0.1346959,1.0964252,-0.401013,-0.4339811,1.0046202,-0.4692878,0.2490145,-0.2359184
-0.6937572,1.3476959,-0.3119394,0.5746626,0.1950297,-0.7867257,-0.3328907,0.8864764,-0.7771309,0.6760628,0.8991422,0.5142134,-0.6461655,-0.8198142,0.1125943,0.5748496,0.0783104,0.1848363
0.5556742,1.6072686,2.2268312,NA,1.7655534,NA,1.5094684,2.9337638,3.3615617,0.7088333,1.2590571,2.2984006,2.3145562,1.3819202,0.7198537,NA,1.6360945,0.947512
-0.6363447,-0.5364155,-1.0777108,-0.8593725,0.0151169,-0.2736954,-0.1455014,0.8408769,0.4336945,-0.3353709,1.0485082,0.5796607,-0.3978059,-1.2122086,-0.118026,-0.1941087,-0.8265384,-0.4484628
NA,0.9449181,0.9850295,0.6620776,0.7207665,1.1904107,1.2233501,0.570723,2.1166317,-0.5856556,-0.2172414,-0.78354,-0.7227804,0.6303646,0.4033065,1.0110693,-0.4758781,-1.5421349
-0.1880949,0.1502751,0.1379905,0.7254137,0.8393897,-0.1233229,1.8834301,0.9977233,1.1114499,-1.3961742,0.121325,-1.056117,0.1831446,-1.2428329,-0.5983887,0.5404467,-1.1511032,-0.8380009
0.7634491,-0.1050714,-0.3879717,0.2283468,0.2910157,-0.2934264,0.7500839,-1.2879282,0.0456314,NA,1.7737512,0.9623051,1.1814204,1.1507002,1.0012797,NA,1.6880973,-0.0281829
-0.1905177,0.852413,0.4764431,0.6838884,1.8858505,0.3331559,-0.3314015,0.5844661,1.2648538,-0.3201679,1.2768621,1.1745003,0.1413875,-0.0727458,0.5497058,-0.6063103,0.3887937,-0.3387329
0.4715123,0.8340529,0.9168402,0.3536364,0.3858755,0.3837489,0.3700792,0.7893062,1.3084864,-0.9824718,1.087428,0.7416135,0.5051842,-0.3454899,0.4085012,NA,0.8551083,0.6154588
NA,-1.604466,-0.7378138,-0.7446149,0.063008,-0.5041993,-2.5904533,-2.0302841,-1.5938253,NA,-1.1119675,-1.2828297,-1.1160431,-1.74543,-1.0058871,-1.8178477,-1.9604277,-1.0867074
-1.3954358,-0.5639982,-0.2661802,-0.8127296,-0.0812472,-0.3538844,-0.5008438,-1.4491657,-0.4626312,-1.413193,-1.4331267,-0.8192829,-1.8825144,-1.2224316,-1.3683201,-0.7087419,-1.122012,-0.424657
-0.7414038,-0.7949164,-1.0321763,-0.7041567,-0.3393721,-0.388977,1.5017024,0.2733029,-1.5351466,0.7569267,-0.2242037,1.0854959,0.3981671,2.3853323,1.8585668,0.6492015,-0.3071909,0.5759404
0.2857975,-0.7506607,-0.4942688,-1.8106518,-0.4748109,-0.1904044,1.0399622,-0.4007573,-0.5313585,0.6726496,0.444937,0.0816174,0.3925518,0.2927905,0.7696714,0.5313019,0.0451318,-0.310789
1.0261284,-0.9397789,-0.1594834,NA,-0.7417023,NA,-0.2908754,-0.6639178,-0.0592355,-0.0256354,-0.5026378,-0.1372726,NA,-2.180757,-1.5629997,NA,-0.3330192,-1.1259946
-0.6100436,-2.183909,-0.4302873,NA,0.5381995,0.3869237,-0.35436,-0.6610798,0.8677687,-0.5430963,0.0145737,0.3212638,0.9330673,-2.4850721,0.0064022,0.462494,0.6510928,-0.4146265
-0.6866315,-0.212574,2.0551819,-0.2101234,0.8913348,-0.0890923,1.7886606,0.3786414,-0.374288,-0.8013012,0.2363018,1.1217376,-1.5211097,0.5607567,-1.1491283,0.7329787,-1.6283394,-0.1192421
-0.4810305,0.2984442,-0.063327,-1.6555331,0.7130395,-0.3444506,-0.4152188,-0.7444218,-0.0160424,-0.4269603,-0.7568254,-1.2410828,0.4855595,0.153143,-0.7611252,-0.5330232,-0.6138318,-0.3478124
NA,1.4557553,-0.8817489,0.3232074,-0.3932493,0.5147242,-0.3176204,-0.5119389,-0.7356298,0.6658095,0.0109744,0.3980204,NA,0.7083865,0.5194485,1.7417394,0.6979009,0.2290723
NA,-1.6805633,-0.9227875,-1.8853401,-1.9253261,-0.9167032,-1.2194501,-0.6506365,-2.2669493,-0.6618472,-0.6994429,-0.6335043,NA,-0.9291585,-1.5209606,-2.4613666,-2.7241996,-1.5851011
NA,1.2446044,1.7347841,1.9354364,0.7559849,-1.0969379,2.3679617,1.2884434,0.5558823,0.2660833,1.0041915,2.5347762,1.9564454,-0.1353814,-0.4760624,1.6065038,0.8850665,0.4920038
0.6357125,-0.6033258,2.2286519,-0.2639253,0.1803045,2.3350305,-0.3378988,0.7314323,0.0334753,0.7595683,-0.16436,-0.3414668,0.7356851,-0.7600542,0.0580801,0.9030011,0.8329014,0.2371743
1.173221,-0.4414132,-2.5202697,-0.5006513,-0.7741661,0.4277623,0.8749323,-0.1568038,-1.1011545,-0.5772161,0.1405358,0.006244,0.70222,0.7940217,-0.6309539,-0.658695,-0.3731438,-0.7694737
-0.8689547,-0.3924161,-0.4338637,-1.3175818,-0.3135807,-1.9920886,0.2496112,-0.2677169,-0.1051926,NA,0.6228988,-0.4119513,1.4322614,1.196076,0.7690816,NA,0.954088,0.1995057
-0.5053665,-0.3148154,0.1771336,-0.4766208,0.94113,-0.1995164,1.2324506,0.1236592,-0.1545113,0.8866789,0.0234562,1.9437862,0.3136674,0.9023083,0.8347585,0.3750345,1.2222202,1.0195774
1.3051097,0.0497759,0.4836555,-0.0727499,0.2751566,-0.0032859,1.5872071,0.7502456,0.4346891,0.623905,1.2960616,-0.5212607,-2.6433235,0.0769431,-0.9441258,-0.9186555,0.168314,-0.2700291
0.0277083,-2.9003532,0.0711249,-1.1561677,-0.0116531,-1.056672,-1.2082675,-1.3910279,0.3816926,NA,0.8954118,1.490693,NA,0.9190544,1.3049772,2.3811216,2.5146385,1.0127752
0.181562,0.1885024,-0.1667118,-0.6430888,0.0775851,-0.1177862,-1.5292753,-0.3847193,-0.2971901,NA,0.8357267,-0.0961282,1.4165409,1.6401772,0.1335568,0.4633983,-0.1656473,-0.8382765
-0.2050619,-0.7698402,-0.7270865,0.8157003,-0.7087672,-0.8787444,0.0214761,-1.6194458,-1.5040363,-1.5861304,-1.192949,-1.1895043,-1.7172701,-0.7975069,-1.5075257,-0.6254979,-1.5451773,-0.8751497
0.2337138,-0.1924127,0.0257467,1.0946725,-0.6513803,0.9089266,-0.0464906,-0.4908967,-0.289161,NA,0.9350232,1.0474607,0.952369,0.1439176,-0.1131832,1.1108669,0.3246454,1.2480504
-0.4518165,-0.4445228,0.8938088,NA,1.5606219,-0.9647761,0.2220735,-0.002048,-1.5405134,1.022556,1.294308,1.5247717,1.0633856,0.6846486,-0.266,1.5804073,0.73594,1.1088352
NA,1.7232305,-0.6769669,2.4766126,0.1850075,1.678874,-0.1203686,-0.092996,-0.1682105,-0.7246145,2.0325317,1.326782,0.6135853,2.2065157,2.8639546,NA,1.3558291,1.731532
1.7183005,0.435397,1.4928809,NA,1.6926056,-0.2718725,0.9088667,0.961755,0.1591791,0.4945402,0.6280921,-0.3429524,NA,0.9447995,-0.2176054,0.3701627,-0.0350352,0.4386546
0.7539841,-0.0951249,0.4216336,NA,0.6732198,-0.2842345,0.0011497,2.2858782,2.0397721,-0.1122806,-0.5593518,-1.1050496,NA,1.8207039,0.8383669,0.3432481,0.0299534,0.6151117
-1.3197672,-0.7281263,-0.028937,-0.0813179,-0.0275932,0.7578545,0.6547707,-0.1616092,-0.2929263,-0.1141466,-1.0852781,-0.1850267,-0.5748393,-0.55926,-0.6500024,-0.2624042,-0.5685653,-0.6067596
-1.6050262,-0.7517473,0.1156685,0.1504069,-0.4051927,-1.0143711,-0.5571911,-0.2387768,-0.9290413,NA,1.9570486,-0.5479403,-0.1991398,-0.0312832,-1.0696648,0.4211394,0.3040621,0.4678668
1.3741174,1.8038724,1.7151141,1.173445,1.5968937,1.1035893,2.060369,1.1782199,2.6914343,NA,0.2857891,-1.211629,1.3729597,-1.4800738,0.4991296,-0.0220235,0.3532385,-1.1543841
1.9256076,-0.69097,-0.0158683,0.1142215,-0.7225589,0.2360597,-0.2021552,-0.6825916,-0.4625057,1.8352887,0.4763264,2.0546863,1.0367446,1.5775384,0.9548194,1.3149406,2.4288423,2.3156333
-0.9624048,-0.7470896,0.2224647,-3.5824513,-0.8499279,-1.5510119,-0.4096966,0.4803603,-0.0058152,-0.7156466,0.9730347,0.2393222,0.6333667,-0.3219926,-0.1627255,0.1926397,-0.1026363,-0.9851278
-1.6361923,0.9344035,1.2175912,-1.378027,-0.301718,0.1041332,-0.5030939,-0.3869249,-0.0229796,1.5183542,-1.1012315,0.3833967,1.2679736,0.3602397,0.1823236,1.3244244,-0.2049934,1.0037641
0.2329971,-0.4202056,0.786808,-0.3440121,-0.7937417,-0.2512209,0.179803,0.2390626,0.8336753,0.9503914,-1.0843554,1.1746014,NA,0.8692706,2.2433044,1.1293841,0.9858935,0.177971
NA,-2.5959501,-0.0817259,NA,-2.0842149,-0.8303731,-1.5750802,-0.8083337,-1.7041507,0.7423521,-0.6974238,-0.3978284,-0.0759098,-0.8758743,0.3751924,-0.4153655,-0.22906,-1.1683466
1.3077634,0.8021343,0.9111271,-0.2279904,0.3009333,0.3807059,0.7346691,2.0409641,2.4520397,0.9741455,-1.0380974,0.8490551,0.4285943,-0.6817662,1.0210017,0.3547256,0.2625882,0.6378013
-0.3334992,-1.4441407,1.6504,NA,0.8487339,0.1288003,0.5514874,0.1005888,-0.5343013,1.5447528,-0.3365024,0.4533571,-2.115887,-0.2801833,-1.857811,0.9018508,-0.9342289,-0.4192939
NA,1.1975554,-0.6284134,0.4727495,0.8684742,NA,1.5356431,0.4628316,0.0309901,0.649847,0.0588937,1.5658908,-0.8709328,-0.0767172,-0.2724924,0.1376162,0.0832168,-0.0583788
1.2992974,1.9764568,1.16516,1.1097558,1.329771,0.9962488,-0.6084299,1.2555651,1.475488,-0.6414723,-0.906063,-0.4368666,0.3264175,-0.8234037,-0.2834613,NA,0.0232142,-1.2705815
-1.7913235,0.4625596,0.2515187,0.0582355,-0.464549,-1.6319268,0.5019404,0.1887592,-0.8183768,1.3962386,-1.1142117,0.2725843,-0.0742404,-0.8866003,-0.062746,-0.6633882,0.3638327,-0.90524
NA,1.9746237,1.7959767,NA,0.7654592,1.4493627,2.0755182,1.2202101,1.044904,NA,2.558481,0.5717705,NA,0.7440246,0.5720887,-0.2125382,1.0122377,-0.2321938
1.4157305,-0.2722767,0.6689484,1.0827369,1.011704,1.6854506,0.7110527,0.9493451,1.3510393,0.9719363,0.3685304,1.0129766,-0.7639698,-0.9415406,1.0720426,-0.3545726,-0.1418747,-0.139245
0.7147338,-0.5966069,-1.1168254,-0.9655408,-0.1663787,NA,-2.7015809,-0.0401743,-0.7694436,-0.8607115,-0.3005006,0.8432099,-1.6250089,-0.1664528,-0.7937259,-0.0101196,1.0726737,-1.0189726
-1.0071911,0.4137421,-0.9327551,-0.1732232,-0.6287335,-1.1096256,0.0348852,0.2193737,0.0061139,-0.3794623,-1.8557686,-1.3244893,-0.4213255,-0.2813213,0.9630829,-0.9239225,-0.5462559,-0.5703225
NA,1.2249745,0.1895054,-0.1459524,0.3969001,0.0364337,0.4713515,1.0954945,0.6334004,-1.0683845,-0.119222,-1.2242765,-1.877227,-0.7026491,-0.678594,-0.4461723,-1.0348776,-0.9282631
NA,1.1305543,-0.3935718,0.0672,1.6489819,-0.9357726,1.2534708,-0.1229705,-1.2214404,-0.5098303,-0.6830444,-0.9397292,-0.8234828,-1.1703763,0.3559744,-1.8833529,-1.4321225,-0.2798781
2.1841763,-0.4536725,0.6706299,NA,1.0750275,-0.9424292,-0.2080074,0.5233255,1.1544615,1.5401216,1.6389931,0.6113877,2.4745375,-0.1019661,-0.2442742,-0.241051,1.2929493,0.8569605
-0.9382959,-0.536393,0.5285411,-1.6278674,0.4777495,-2.4488508,-1.1112564,-0.0578742,-2.2240775,0.9791376,-2.2127239,-0.5345778,-1.7976375,0.1496404,-0.2540635,0.6531201,0.1048982,1.7973773
1.1834839,0.1434382,-1.2577451,0.9995295,0.1968873,NA,0.5576029,0.2260672,-0.1092879,1.3365951,-0.4840475,-1.0835054,-0.741579,-0.6706686,-0.6959882,-0.7458367,-0.5596691,0.218261
0.4331236,0.1118936,1.9731719,-0.9626573,0.6054335,0.4758975,0.6197496,0.5604914,1.8654574,-0.5397545,-1.2667166,-1.3035535,1.1447466,-0.0483836,-0.6486686,-0.3602071,-1.4118966,-0.8012527
0.8340291,0.9886898,1.4480199,-0.0348639,0.9763568,0.1480364,-0.6536091,0.7220254,0.2619188,-0.4267715,-0.9101725,-1.2557697,NA,-1.0605175,-0.9733279,NA,0.6597284,-1.0677223
0.584427,-0.5907813,0.0208655,NA,0.5142654,-0.6682052,0.1175653,-0.7833241,-1.1747405,1.0549188,-0.0139812,0.1712219,2.8548311,1.8569915,1.0033748,1.9547642,0.484445,1.1595364
NA,1.4039766,-0.2895357,NA,0.7521268,NA,0.7504366,0.305505,-2.4850878,0.3363708,0.1556871,0.3436758,0.8652046,-0.1991305,0.4696637,0.9558011,-0.0033333,-0.3450736
0.0345031,0.0368832,-0.3423391,0.5423457,-0.1549806,0.0468191,0.4940351,1.0243823,1.2014339,-0.1484382,-0.3548172,0.6801225,0.5524403,0.188194,1.4661487,NA,1.9227636,-0.9641433
NA,0.7289652,-0.122718,-0.6426084,0.7934881,1.8385144,0.5022527,1.7720668,0.3867854,0.0739277,1.2723654,1.2962396,-0.6727593,0.7176246,0.546259,-0.9352854,0.1978606,0.44982
-0.3287495,-0.1930956,1.2720238,-0.8166143,-0.4708246,0.2151195,-0.037893,1.0029532,-0.1346864,-1.353276,-0.9731205,0.1007659,1.4976023,0.1177475,0.7888633,-0.0085099,-0.6480689,0.3501411
-0.9853672,-0.6280883,-0.5779089,-1.9653303,-0.7128897,NA,0.5717908,0.6583345,-0.9435631,-0.4073693,0.46514,-0.4437065,0.6542938,0.3036817,1.3442325,1.4032221,0.9707592,0.8808743
1.4342346,-1.0503288,0.4979393,-0.1597534,-0.3807963,-0.0601444,-1.5453399,-0.292678,-1.5317032,0.930704,-0.3463959,-0.9035817,NA,0.876761,-0.3417489,NA,1.2673599,-1.2145284
NA,0.655945,-0.4728223,1.5949922,-0.0918981,1.3932487,0.3231266,0.0979014,1.155069,0.1239567,0.0585999,-0.819275,0.0019978,-1.0299971,0.9164998,0.5554331,-0.2740646,1.0878343
-0.5704958,0.0573882,0.8892132,0.1964312,0.7906163,-0.2902274,0.3659289,-0.7798383,0.5646201,-1.2011163,-0.4505937,-1.6787444,NA,-1.946566,0.4547722,-0.4590437,0.1608951,-1.916332
-1.0578808,0.5067052,-0.1586101,-0.0186917,-1.4601481,-0.866232,-1.2495179,-1.9722258,-0.267183,-1.2632495,-0.7148443,0.304134,-0.5458949,-0.7161978,-1.7413538,-0.7106147,-0.3575993,0.5463666
-0.2976172,-1.0003319,0.6124242,0.8427322,-1.6727289,-1.0450168,-1.2741608,-2.2336879,-0.6702665,-1.2027699,-1.425394,-0.8204743,-1.8081659,-0.9766598,0.2977174,-1.4763381,-1.4362526,-0.1380177
